date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,province_code,views,watch_time_minutes,average_view_duration_seconds,average_view_duration_percentage,annotation_click_through_rate,annotation_close_rate,annotation_impressions,annotation_clickable_impressions,annotation_closable_impressions,annotation_clicks,annotation_closes,card_click_rate,card_teaser_click_rate,card_impressions,card_teaser_impressions,card_clicks,card_teaser_clicks,red_views,red_watch_time_minutes
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,US,US-IN,8916,775.253327,70.871673,0.423323,0.778846,0.739219,74,911,197,352,114,0.864267,0.71241,622,512,19,656,582,829.965374
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,US,US-AL,5233,258.735777,501.142703,0.454638,0.709046,0.667731,636,33,407,999,993,0.488072,0.453563,31,686,108,259,183,181.749066
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,US,US-PR,226,98.505782,13.506015,0.641487,0.520141,0.474122,91,522,762,12,72,0.314177,0.535102,444,671,280,210,677,487.335383
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,US,US-HI,9213,893.69393,832.681514,0.262559,0.263972,0.550063,650,16,193,292,29,0.204197,0.157225,372,886,533,345,427,749.098702
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,US,US-VA,4663,732.642823,815.695069,0.514485,0.192839,0.794005,625,487,557,668,857,0.398147,0.153881,119,448,94,523,744,78.459327
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,US,US-NE,1202,271.129702,592.344667,0.056018,0.573435,0.801307,664,69,958,903,661,0.364646,0.692105,632,349,297,236,428,461.735833
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,US,US-WV,1509,400.91973,142.236017,0.062793,0.68233,0.516919,783,211,568,912,194,0.438336,0.508563,281,209,926,485,987,993.886855
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,not_subscribed,US,US-MP,5366,149.556251,728.884572,0.14658,0.783854,0.815568,666,345,306,356,886,0.354817,0.910253,999,368,972,880,78,127.550146
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,subscribed,US,US-MI,519,44.115115,760.19924,0.976685,0.222514,0.85907,868,144,696,667,549,0.205399,0.508769,679,730,621,42,782,708.224126
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,not_subscribed,US,US-LA,6735,254.354651,99.286371,0.615687,0.78945,0.107594,136,919,476,166,827,0.989732,0.743107,701,53,480,454,253,73.355412
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,US,US-AL,9730,406.351707,357.228698,0.664781,0.886911,0.922297,187,106,3,935,77,0.962226,0.959655,235,798,992,195,501,945.66125
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,not_subscribed,US,US-AR,5630,908.96904,283.896969,0.60571,0.936163,0.052204,789,663,323,581,649,0.81615,0.365592,255,366,882,519,747,441.811846
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,US-AL,9751,145.76911,984.142773,0.178047,0.767352,0.243077,478,723,950,489,918,0.2026,0.080187,687,821,387,817,583,931.619002
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,not_subscribed,US,US-OK,3169,713.718456,13.285363,0.407824,0.629878,0.123676,256,125,653,391,75,0.87708,0.636599,995,676,295,43,746,799.026061
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,not_subscribed,US,US-UT,1957,928.068287,31.305149,0.042216,0.856714,0.314541,263,648,389,415,363,0.599353,0.370896,231,819,180,655,940,472.055912
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,not_subscribed,US,US-MS,8460,699.54618,701.155714,0.631094,0.099092,0.509943,633,499,999,7,706,0.537052,0.743328,27,867,62,74,261,387.273402
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,US,US-FL,5170,260.665023,907.754041,0.24632,0.605514,0.440512,472,92,271,903,493,0.605285,0.565845,344,789,774,349,463,573.383182
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,US,US-AZ,3938,124.940165,690.399164,0.294791,0.626432,0.183424,39,723,635,321,897,0.361194,0.44201,545,94,911,499,946,726.574309
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,US,US-RI,7817,426.904946,740.765823,0.816682,0.848611,0.614053,139,533,720,270,866,0.83218,0.515723,968,837,389,693,429,817.69038
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,US,US-KS,6064,877.598739,697.173437,0.831351,0.875659,0.14657,267,281,404,947,849,0.899212,0.911461,111,376,109,702,305,518.676446
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,US,US-OR,9973,10.106341,815.486859,0.688471,0.372365,0.135576,615,679,778,517,492,0.83655,0.534998,746,101,571,597,893,70.849758
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,not_subscribed,US,US-MH,6492,88.864004,499.340195,0.369942,0.360117,0.718265,993,545,547,546,431,0.555609,0.072105,235,302,829,992,332,639.874752
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,US,US-SC,2713,633.85041,916.441957,0.352186,0.279499,0.357556,224,861,524,34,392,0.539353,0.585523,264,89,26,637,476,186.102142
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,not_subscribed,US,US-NJ,9552,836.449599,18.091535,0.054324,0.631177,0.59836,814,388,440,961,390,0.347207,0.366311,13,389,613,219,612,714.738371
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,not_subscribed,US,US-MD,2293,543.29165,816.025731,0.418216,0.982965,0.029391,297,925,392,44,193,0.000914,0.930968,943,272,559,555,60,323.784824
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,US-CA,1382,922.725137,871.83493,0.776802,0.942106,0.061132,564,316,341,949,173,0.682829,0.865692,894,776,972,138,402,234.614098
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,US,US-MT,8041,400.997672,721.27662,0.234196,0.039693,0.193482,390,917,971,753,285,0.193932,0.717376,53,767,784,974,650,206.602644
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,US,US-NC,8811,978.032731,113.49304,0.802463,0.785638,0.260582,291,462,328,960,311,0.743953,0.949701,58,398,897,584,815,543.059008
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,US,US-TN,3160,997.134152,843.181748,0.226838,0.488269,0.454311,368,896,528,331,332,0.986575,0.225421,849,511,303,464,281,831.276432
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,subscribed,US,US-ID,9605,788.568868,219.06011,0.947813,0.200758,0.223928,745,397,915,335,942,0.987539,0.184715,535,157,889,240,864,851.463972
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,not_subscribed,US,US-MN,5937,930.35469,948.078945,0.225571,0.786199,0.007562,671,73,528,229,876,0.532112,0.498412,833,700,80,634,433,473.921273
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,US,US-PA,7793,20.297525,560.72324,0.439081,0.650871,0.422841,49,225,92,342,846,0.475105,0.194415,19,914,767,679,362,994.071626
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,subscribed,US,US-OK,8567,16.542611,890.110433,0.505741,0.792257,0.562551,293,703,629,210,313,0.069594,0.648804,82,390,612,139,104,22.74513
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,not_subscribed,US,US-ND,7773,692.853213,107.365505,0.245416,0.030986,0.409897,271,79,124,687,106,0.983357,0.243713,944,184,267,484,857,548.973198
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,US,US-NH,7840,290.678683,945.501189,0.231255,0.969375,0.195229,167,529,292,79,588,0.248383,0.459331,824,840,27,182,370,258.069685
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,not_subscribed,US,US-NV,4300,974.090992,369.035507,0.77479,0.70416,0.772684,338,497,525,0,100,0.493903,0.591039,424,717,759,398,370,467.445128
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,US,US-PA,6458,676.388536,649.402433,0.003548,0.462068,0.912126,188,262,428,404,211,0.482495,0.219911,933,440,562,891,578,714.365637
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,not_subscribed,US,US-VI,7987,136.981538,838.675146,0.624087,0.403601,0.146228,353,692,641,509,313,0.91581,0.820011,71,987,759,323,743,501.829396
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,US,US-CA,7516,510.689226,245.14187,0.896069,0.559373,0.412222,732,410,953,79,947,0.756646,0.377198,677,39,219,204,591,12.767796
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,US,US-AL,6990,833.956517,194.657729,0.634073,0.822168,0.674277,660,230,519,562,523,0.205581,0.995425,608,192,910,654,360,780.270384
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,US,US-KY,3686,412.764946,392.15108,0.683607,0.666472,0.601667,231,93,575,203,339,0.470972,0.043285,88,983,280,499,863,505.919469
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,US,US-MA,9079,905.445599,365.706646,0.848013,0.21668,0.751517,735,615,139,217,933,0.528739,0.566423,646,87,102,692,89,6.159868
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,US,US-WV,729,191.608727,246.791709,0.842459,0.215926,0.152279,898,263,625,124,295,0.736545,0.786828,108,761,624,58,251,592.208157
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,US,US-FL,877,150.02203,760.780621,0.28702,0.916012,0.863351,11,784,506,569,107,0.048886,0.521624,348,378,414,423,568,387.324317
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,US,US-IA,7466,503.772666,225.095977,0.96743,0.351866,0.401826,153,111,185,428,960,0.535225,0.647098,264,771,450,994,255,509.784406
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,US-IA,6954,820.912947,428.912571,0.458252,0.745464,0.65622,188,272,219,680,75,0.354796,0.104775,716,621,397,309,447,165.24516
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,not_subscribed,US,US-NC,3460,592.952459,641.821239,0.567714,0.396321,0.461631,860,543,33,469,385,0.073747,0.271169,912,340,774,541,886,533.932583
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,not_subscribed,US,US-KY,9344,455.975185,937.352033,0.497718,0.717406,0.576619,913,563,263,97,546,0.98416,0.070095,714,46,577,782,260,897.066231
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,not_subscribed,US,US-NM,5279,46.000779,80.069943,0.62126,0.301156,0.068799,146,717,90,803,87,0.697026,0.155282,795,759,517,125,943,606.56337
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,not_subscribed,US,US-MN,9362,763.215075,973.697882,0.137325,0.909879,0.793395,859,844,150,388,383,0.768751,0.356181,860,593,215,670,61,118.049416
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,US,US-WY,629,272.827792,855.387389,0.993981,0.674946,0.696243,122,802,879,140,50,0.052943,0.372658,952,662,260,381,575,284.402474
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,US,US-CO,615,725.998534,431.130228,0.470036,0.426903,0.054136,613,528,284,824,669,0.36972,0.784563,554,504,16,75,784,229.338075
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,US,US-MT,5800,978.410442,100.824591,0.377164,0.936598,0.733874,442,841,818,473,254,0.456268,0.353501,789,883,829,760,325,717.850885
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,US,US-GU,1782,348.315363,162.994962,0.454922,0.275167,0.222485,683,909,239,896,937,0.656891,0.211164,723,407,85,890,482,628.886911
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,US,US-HI,3366,19.733093,340.37605,0.561937,0.445508,0.804797,80,602,360,98,876,0.619859,0.588827,355,815,224,970,673,975.503837
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,not_subscribed,US,US-CA,9833,699.939428,895.632048,0.354711,0.904116,0.361894,900,438,843,392,419,0.3173,0.539424,558,322,325,372,719,482.624559
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,not_subscribed,US,US-VT,8545,613.795463,167.697183,0.36908,0.477521,0.077444,708,314,885,423,444,0.105083,0.897217,632,558,910,938,527,160.874003
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,US,US-MD,8725,326.841713,971.863568,0.102515,0.669147,0.318868,109,835,600,306,74,0.550857,0.562734,27,391,88,107,735,504.775314
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,subscribed,US,US-HI,5230,585.224198,877.825171,0.908201,0.950486,0.460946,271,355,792,592,654,0.104824,0.065058,480,666,318,741,657,668.619131
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,not_subscribed,US,US-CO,1511,212.300967,869.837177,0.72092,0.205956,0.71155,675,825,262,286,59,0.627765,0.646827,581,298,93,177,981,338.654768
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,US,US-NV,1676,333.4463,229.791352,0.573106,0.601255,0.272629,756,700,73,788,960,0.193937,0.302089,715,110,166,242,192,871.861184
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,US,US-IL,7270,638.240589,518.271112,0.785992,0.192927,0.638831,96,161,660,805,943,0.718031,0.63175,510,6,932,581,447,968.716243
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,US,US-CT,645,211.275678,623.935907,0.141843,0.724469,0.039032,285,159,854,749,476,0.10421,0.108431,75,163,942,750,662,219.261987
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,subscribed,US,US-DC,7691,224.439372,16.503927,0.986526,0.592534,0.1182,558,731,886,19,382,0.935769,0.129287,936,772,12,262,309,171.229286
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,not_subscribed,US,US-ME,3050,904.904198,965.328888,0.685449,0.796195,0.289662,620,675,189,161,755,0.055804,0.087015,199,937,143,390,866,428.62608
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,US,US-DE,4070,437.097002,500.184216,0.563736,0.972926,0.934271,41,884,947,745,366,0.452321,0.231293,962,221,807,61,246,211.497301
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,US,US-VT,5406,406.172362,220.263006,0.83182,0.151756,0.926747,467,307,567,574,242,0.664684,0.321538,194,151,231,582,370,864.271526
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,not_subscribed,US,US-FL,2461,574.975091,193.534048,0.142424,0.467263,0.517928,813,450,946,342,26,0.548073,0.903777,371,505,716,504,600,494.244201
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,US,US-AK,7636,447.398563,366.69618,0.751637,0.372273,0.065541,170,778,695,551,99,0.922067,0.524761,467,257,857,128,321,664.79203
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,US,US-WI,1749,395.724313,304.326037,0.802252,0.780063,0.949275,936,141,39,158,231,0.491691,0.428823,912,842,870,13,352,61.993945
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,US-FL,8308,622.958672,780.453454,0.906071,0.429944,0.248603,42,602,108,947,779,0.443849,0.4659,379,896,578,820,705,214.279004
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,not_subscribed,US,US-NC,2554,600.288927,164.359059,0.657501,0.122122,0.394227,931,447,745,88,414,0.06264,0.503608,573,344,466,820,701,511.967744
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,not_subscribed,US,US-MH,4491,500.487117,885.788569,0.167225,0.928815,0.037755,301,151,548,586,762,0.400566,0.326162,581,401,730,795,117,997.702687
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,US,US-SD,8775,181.01664,253.90117,0.111908,0.766468,0.13532,633,536,719,197,825,0.723994,0.182268,154,171,976,949,897,440.984835
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,subscribed,US,US-CA,7989,530.889458,45.940231,0.525686,0.512708,0.269767,358,830,367,556,214,0.70255,0.229566,260,606,862,956,821,829.400741
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,US,US-VT,8021,617.543039,622.150757,0.655707,0.110682,0.327353,261,307,586,827,976,0.73954,0.727231,396,938,353,162,807,892.371026
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,US,US-IN,8656,521.232701,989.04952,0.959096,0.28511,0.793772,668,31,697,940,420,0.189464,0.279082,626,357,106,765,551,704.163813
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,US,US-SC,5775,179.288408,338.183879,0.724015,0.978346,0.88155,75,699,190,628,651,0.299978,0.309253,903,978,878,604,957,916.402133
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,not_subscribed,US,US-OH,3941,688.072686,579.550839,0.909254,0.271329,0.421112,977,438,77,794,734,0.940487,0.12762,907,207,782,893,404,649.124454
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,not_subscribed,US,US-KY,3691,450.620561,629.660036,0.41022,0.932112,0.402908,131,767,291,187,97,0.658137,0.112921,1000,143,748,229,949,57.993954
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,US-TX,2976,525.937888,437.039964,0.731026,0.743183,0.732846,40,380,169,171,195,0.51854,0.575763,106,84,642,718,527,392.44385
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,not_subscribed,US,US-LA,8487,47.128948,601.10164,0.248486,0.928258,0.989222,500,530,591,833,36,0.841056,0.637006,745,574,893,807,523,725.533697
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,US,US-DE,1710,5.87991,219.75328,0.289935,0.568272,0.405436,836,943,903,227,920,0.954965,0.049346,438,659,959,929,633,184.808266
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,US,US-MH,4604,61.852133,269.814883,0.065338,0.18068,0.816399,511,296,876,483,803,0.564765,0.738235,957,898,835,957,247,182.219559
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,not_subscribed,US,US-WI,9978,232.087491,233.359374,0.652289,0.262272,0.418355,193,873,651,244,693,0.498152,0.256142,810,863,18,967,218,669.43761
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,US-NV,8646,313.210638,152.020822,0.850816,0.717001,0.424955,935,891,244,933,843,0.338903,0.615876,890,351,79,94,462,711.505654
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,subscribed,US,US-VI,694,683.021196,762.333438,0.486104,0.884326,0.764159,279,311,503,528,24,0.855677,0.352237,203,996,676,426,707,246.44717
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,not_subscribed,US,US-KS,7963,795.091562,411.809502,0.706423,0.889966,0.016599,330,353,803,12,543,0.737036,0.809973,471,439,233,205,105,214.892795
